customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias
4529-CKBCL,1,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.2,146.05,2.634907597535934
4530-NDRKU,0,Female,0,1,1,42,1,0,No,0,0,0,0,0,0,One year,1,Electronic check,19.05,761.85,0.6258726899383984
4531-AUZNK,0,Female,0,1,1,51,1,1,Fiber optic,1,0,0,1,1,0,One year,1,Mailed check,95.15,5000.05,3.1260780287474335
4534-WGCIR,0,Female,0,1,1,58,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.15,1509.9,0.8262833675564681
4536-PLEQY,0,Male,0,1,0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),85.05,999.8,2.7942505133470226
4537-CIBHB,0,Female,0,1,1,9,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.25,172.35,0.6652977412731006
4537-DKTAL,0,Female,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.55,84.4,1.4965092402464064
4538-WNTMJ,0,Female,0,1,1,46,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,24.95,1165.9,0.8197125256673511
4541-RMRLG,1,Male,0,0,0,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.25,112.3,0.6324435318275154
4544-RXFMG,0,Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,One year,1,Mailed check,43.45,345.5,1.4275154004106778
4546-FOKWR,0,Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),74.75,1129.35,2.455852156057495
4547-FZJWE,0,Male,0,1,1,55,1,0,DSL,1,0,0,0,0,1,One year,0,Credit card (automatic),59.45,3157.0,1.953182751540041
4547-KQRTM,1,Female,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.05,830.7,2.6299794661190963
4547-LYTDD,1,Female,0,0,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,72.65,1194.3,2.3868583162217663
4548-SDBKE,1,Female,0,0,0,5,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.2,474.8,2.7991786447638605
4549-ZDQYY,0,Female,0,0,0,52,1,0,DSL,1,0,1,1,0,0,One year,0,Credit card (automatic),57.95,3042.25,1.9039014373716634
4550-EVXNY,1,Female,0,0,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,69.65,2.2882956878850105
4550-VBOFE,1,Male,1,1,0,70,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.95,7101.5,3.382340862422998
4553-DVPZG,0,Female,0,1,0,62,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.35,6164.7,3.3297741273100616
4554-YGZIH,1,Male,1,1,0,49,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Credit card (automatic),90.05,4547.25,2.9585215605749484
4558-CGYCZ,0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,78.3,0.648870636550308
4558-FANTW,1,Female,0,1,1,17,1,0,Fiber optic,1,0,0,1,1,0,Month-to-month,0,Electronic check,91.85,1574.45,3.017659137577002
4559-UWIHT,0,Male,0,1,0,14,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,82.65,1185.0,2.7154004106776184
4560-WQAQW,0,Female,0,0,0,59,1,1,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),68.7,4070.95,2.2570841889117044
4565-EVZMJ,0,Female,0,0,0,47,1,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,58.9,2813.05,1.935112936344969
4565-NLZBV,0,Female,0,1,0,71,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),24.65,1710.15,0.8098562628336755
4566-GOLUK,1,Male,0,1,1,47,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),107.35,5118.95,3.5268993839835727
4566-NECEV,0,Male,0,0,0,5,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,0,Electronic check,96.55,500.1,3.1720739219712524
4566-QVRRW,1,Female,0,1,0,11,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.05,483.7,1.4472279260780287
4567-AKPIA,0,Female,0,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),109.1,4454.25,3.584394250513347
4568-KNYWR,0,Male,0,0,0,52,1,0,DSL,1,1,0,0,1,0,Two year,1,Credit card (automatic),63.25,3342.45,2.078028747433265
4568-TTZRT,0,Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.4,181.8,0.6702258726899384
4570-QHXHL,0,Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.75,405.7,1.4373716632443532
4572-DVCGN,1,Female,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846.0,2.6365503080082138
4573-JKNAE,0,Male,0,0,1,12,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,212.3,0.635728952772074
4576-CSAJH,1,Male,0,0,0,22,1,0,DSL,0,1,0,1,0,0,One year,1,Credit card (automatic),55.15,1193.05,1.8119096509240247
4578-PHJYZ,0,Male,0,1,1,52,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,68.75,3482.85,2.2587268993839835
4580-TMHJU,1,Female,0,1,1,43,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Electronic check,56.15,2499.3,1.8447638603696097
4581-LNWUM,0,Female,0,0,0,13,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.15,649.4,1.6147843942505133
4581-SSPWD,1,Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.8,246.3,2.490349075975359
4583-PARNH,0,Male,1,1,0,16,1,0,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Electronic check,91.55,1540.05,3.0078028747433265
4584-LBNMK,0,Male,1,1,0,45,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),24.7,1174.35,0.8114989733059548
4585-HETAI,1,Female,0,1,1,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.75,325.45,2.42299794661191
4587-NUKOX,1,Female,0,0,0,3,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,79.1,246.5,2.59876796714579
4587-VVTOX,1,Female,0,1,0,6,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.3,545.2,3.459548254620123
4588-YBNIB,1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19.6,0.6439425051334703
4589-IUAJB,0,Male,0,1,0,70,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.25,1724.15,0.7967145790554415
4592-IWTJI,1,Female,0,1,1,3,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),29.7,91.7,0.9757700205338808
4597-ELFTS,1,Male,0,0,0,56,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.9,1334.0,0.8180698151950718
4597-NUCQV,1,Male,1,0,0,24,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.25,2440.15,3.326488706365503
4598-XLKNJ,1,Female,1,1,0,25,1,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,98.5,2514.5,3.2361396303901437
4598-ZADCK,0,Female,0,0,0,53,0,0,DSL,1,1,1,1,1,0,One year,1,Electronic check,53.6,2879.2,1.7609856262833676
4603-JANFB,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.85,69.85,2.294866529774127
4607-CHPCA,1,Male,0,1,1,25,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Electronic check,90.4,2178.6,2.970020533880904
4608-LCIMN,0,Male,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),44.65,369.15,1.46694045174538
4609-KNNWG,0,Female,0,1,1,27,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.9,550.1,0.6537987679671458
4611-ANLQC,0,Female,0,1,0,60,0,0,DSL,1,1,1,0,0,1,One year,0,Electronic check,50.05,2911.5,1.6443531827515399
4612-SSVHJ,0,Female,1,0,0,20,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.45,1671.6,2.675975359342916
4612-THJBS,1,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),104.75,5510.65,3.4414784394250515
4614-NUVZD,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,81.1,81.1,2.6644763860369607
4615-PIVVU,0,Female,0,0,0,42,1,0,DSL,0,0,1,1,0,1,Two year,0,Credit card (automatic),66.5,2762.75,2.184804928131417
4616-EWBNJ,0,Female,0,0,0,16,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.1,318.6,0.6603696098562629
4616-ULAOA,0,Female,0,1,1,65,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),110.8,7245.9,3.6402464065708418
4619-EVPHY,0,Female,1,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),91.0,1859.5,2.9897330595482545
4622-YNKIJ,0,Male,0,0,0,33,1,0,Fiber optic,1,0,0,1,1,0,Two year,1,Electronic check,88.95,3027.65,2.922381930184805
4623-ZKHLY,0,Male,0,1,0,22,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.45,471.55,0.6718685831622176
4625-EWPTF,1,Male,0,0,0,8,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,30.45,226.45,1.00041067761807
4625-LAMOB,0,Male,0,0,0,44,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.4,905.55,0.6702258726899384
4625-XMOYM,0,Female,0,1,1,72,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),26.25,1988.05,0.8624229979466119
4626-GYCZP,1,Male,0,0,0,7,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,635.6,3.0833675564681724
4626-OZDTJ,0,Female,0,1,0,51,1,1,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),78.65,3950.85,2.5839835728952774
4627-MIHJH,0,Female,1,0,0,69,1,1,Fiber optic,1,0,1,1,1,1,Two year,0,Credit card (automatic),110.25,7467.55,3.62217659137577
4628-CTTLA,1,Male,0,0,0,57,0,0,DSL,0,1,0,0,1,0,Month-to-month,1,Electronic check,39.3,2111.45,1.2911704312114989
4628-WQCQQ,1,Male,0,0,1,35,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.15,3030.6,2.7975359342915813
4629-NRXKX,1,Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,147.15,2.3129363449691995
4631-OACRM,1,Male,1,0,0,15,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.4,1156.1,2.6086242299794664
4632-PAOYU,0,Male,0,1,1,22,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.95,433.5,0.655441478439425
4632-XJMEX,0,Male,0,0,1,53,1,0,DSL,1,1,0,1,0,0,One year,0,Credit card (automatic),62.85,3419.5,2.0648870636550307
4633-MKHYU,0,Female,0,0,0,9,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,88.4,788.6,2.9043121149897333
4634-JLRJT,0,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.35,20.35,0.6685831622176592
4635-EJYPD,0,Male,0,1,1,32,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,18.95,613.95,0.6225872689938398
4636-JGAAI,0,Male,0,1,0,34,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Mailed check,88.85,3000.25,2.919096509240246
4636-OLWOE,0,Male,0,0,1,54,1,0,DSL,0,1,1,1,0,0,One year,1,Electronic check,61.0,3283.05,2.004106776180698
4636-QRJKY,1,Female,0,1,1,6,1,1,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,80.5,502.85,2.64476386036961
4636-TVXVG,0,Male,0,1,1,62,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.95,1244.8,0.655441478439425
4640-UHDOS,1,Female,0,1,1,13,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Electronic check,55.95,734.35,1.8381930184804929
4641-FROLU,0,Female,0,1,1,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.3,602.9,0.6340862422997947
4644-OBGFZ,0,Male,0,1,1,55,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.5,1026.35,0.6406570841889117
4644-PIZRT,0,Male,0,1,1,17,1,1,DSL,1,0,1,0,1,0,One year,1,Bank transfer (automatic),70.35,1201.65,2.31129363449692
4646-QZXTF,0,Female,0,1,0,7,1,0,DSL,1,0,1,1,1,1,Month-to-month,0,Bank transfer (automatic),81.25,580.1,2.6694045174537986
4647-MUZON,0,Female,0,1,0,18,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.95,1745.5,3.1523613963039017
4647-XXZAM,0,Female,0,1,1,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.5,285.2,1.4948665297741273
4648-YPBTM,0,Male,0,0,0,53,1,1,DSL,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),73.9,3958.25,2.4279260780287477
4652-NNHNY,1,Male,0,1,0,16,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),73.85,1284.2,2.426283367556468
4652-ODEVH,0,Male,0,1,1,45,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.45,1088.25,0.8032854209445585
4654-DLAMQ,0,Female,1,1,0,64,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Bank transfer (automatic),97.0,6430.9,3.186858316221766
4654-GGUII,0,Female,0,0,0,18,0,0,DSL,1,1,0,1,0,0,One year,1,Mailed check,40.2,711.95,1.3207392197125258
4654-ULTTN,0,Male,0,1,0,70,1,1,DSL,1,0,1,1,0,1,Two year,1,Credit card (automatic),74.8,5315.8,2.4574948665297742
4656-CAURT,0,Male,0,0,0,69,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.95,1713.1,0.7868583162217659
4657-FWVFY,0,Female,0,1,1,40,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),96.35,3915.4,3.1655030800821353
4658-HCOHW,1,Female,0,1,1,21,1,0,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,102.8,2110.15,3.37741273100616
4659-NZRUF,1,Female,0,0,0,19,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,95.15,1789.25,3.1260780287474335
4660-IRIBM,0,Male,0,1,1,18,1,0,Fiber optic,1,0,1,0,1,0,Month-to-month,1,Mailed check,87.9,1500.5,2.8878850102669404
4661-NJEUX,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.05,20.05,0.6587268993839835
4662-EKDPQ,1,Male,0,0,0,2,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),62.05,118.3,2.0386036960985625
4664-NJCMS,0,Female,0,1,0,33,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),59.55,2016.3,1.9564681724845996
4667-OHGKG,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.3,19.3,0.6340862422997947
4667-QONEA,0,Female,1,1,1,60,1,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),74.85,4456.35,2.4591375770020534
4670-TABXH,0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),109.75,7758.9,3.6057494866529773
4671-LXRDQ,1,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.0,96.45,1.4784394250513346
4671-VJLCL,0,Female,0,0,0,63,1,1,DSL,1,1,1,1,1,0,Two year,1,Credit card (automatic),79.85,4861.45,2.6234086242299792
4672-FOTSD,0,Male,0,0,0,12,1,1,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,67.25,832.3,2.209445585215606
4673-KKSLS,0,Female,0,0,0,31,1,0,Fiber optic,1,0,1,1,0,0,Month-to-month,0,Electronic check,87.6,2724.25,2.8780287474332646
4674-HGNUA,0,Male,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.9,6457.15,2.953593429158111
4676-MQUEA,0,Male,1,1,0,50,1,1,Fiber optic,1,1,1,0,1,0,One year,1,Bank transfer (automatic),101.9,5265.5,3.3478439425051336
4676-WLUHT,0,Male,0,0,0,54,0,0,DSL,1,1,0,0,0,1,Two year,0,Bank transfer (automatic),46.2,2431.95,1.5178644763860372
4678-DVQEO,1,Female,0,0,0,1,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,52.2,52.2,1.7149897330595483
4680-KUTAJ,0,Female,1,0,0,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,55.6,580.8,1.826694045174538
4682-BLBUC,0,Male,0,1,0,44,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,70.95,3250.45,2.331006160164271
4683-WYDOU,0,Male,0,1,0,62,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),107.6,6912.7,3.535112936344969
4685-ERGHK,0,Male,0,0,0,57,1,1,Fiber optic,0,0,0,0,1,0,One year,1,Electronic check,86.9,4939.25,2.8550308008213556
4685-TFLLS,0,Male,0,1,1,18,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.8,342.3,0.6505133470225873
4686-GEFRM,0,Male,0,1,0,70,1,1,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.7,6858.9,3.242710472279261
4686-UXDML,0,Female,0,0,0,21,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),99.85,1992.55,3.2804928131416835
4690-LLKUA,1,Male,1,0,0,17,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.05,770.6,1.4800821355236138
4690-PKDQG,0,Female,1,1,0,42,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.55,3930.6,3.139219712525667
4692-NNQRU,0,Female,0,1,0,21,1,0,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,79.2,1742.45,2.6020533880903494
4693-VWVBO,0,Female,0,0,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.55,61.05,0.642299794661191
4694-PHWFW,0,Female,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,170.9,0.655441478439425
4695-VADHF,1,Male,0,1,1,18,1,0,DSL,0,0,1,0,0,1,Month-to-month,0,Electronic check,57.45,990.85,1.8874743326488708
4695-WJZUE,1,Female,1,0,0,2,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,88.55,179.25,2.9092402464065708
4697-LUPSU,0,Male,0,1,1,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,34.75,0.6636550308008213
4698-KVLLG,0,Female,1,0,0,51,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.6,967.9,0.6439425051334703
4700-UBQMV,0,Male,0,1,1,21,1,1,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),75.9,1549.75,2.4936344969199182
4701-AHWMW,1,Male,0,1,0,55,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),54.55,2978.3,1.7921971252566735
4701-LKOZD,0,Female,0,0,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,6367.2,2.948665297741273
4701-MLJPN,1,Male,0,0,0,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,55.25,1715.65,1.8151950718685832
4702-HDRKD,0,Male,0,0,0,67,0,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),49.35,3321.35,1.6213552361396304
4702-IOQDC,1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,70.1,2.3030800821355233
4703-MQYKT,0,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,390.4,0.6439425051334703
4704-ERYFC,1,Female,0,1,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,1554.0,2.2751540041067764
4706-AXVKM,1,Female,1,0,0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.8,906.85,2.7860369609856264
4706-DGAHW,0,Male,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.2,45.2,1.485010266940452
4707-MAXGU,0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.85,1872.2,0.8492813141683778
4707-YNOQA,0,Female,0,1,1,34,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),25.6,917.15,0.8410677618069816
4709-LKHYG,0,Female,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,540.05,0.6570841889117043
4710-FDUIZ,1,Male,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),100.3,5614.45,3.295277207392197
4710-NKCAW,0,Male,0,1,1,5,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),64.4,316.9,2.115811088295688
4712-AUQZO,0,Male,0,0,0,18,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,33.6,550.35,1.1039014373716634
4712-UYOOI,0,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,417.65,0.6570841889117043
4713-LZDRV,1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,195.05,2.615195071868583
4713-ZBURT,0,Male,0,0,1,45,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),99.7,4634.35,3.275564681724846
4716-HHKQH,0,Male,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,2172.05,3.5170431211498974
4716-MRVEN,0,Female,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,599.3,0.6570841889117043
4717-GHADL,0,Female,0,0,0,50,1,1,DSL,0,1,0,1,1,1,Two year,1,Mailed check,79.6,4024.2,2.615195071868583
4718-DHSMV,0,Female,0,0,0,11,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,35.8,363.15,1.1761806981519507
4718-WXBGI,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.95,6614.9,3.0209445585215606
4719-UMSIY,0,Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,100.9,0.6455852156057494
4720-VSTSI,1,Female,0,0,0,44,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,3862.55,2.7860369609856264
4723-BEGSG,0,Male,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),86.65,6094.25,2.846817248459959
4724-WXVWF,0,Male,0,0,0,48,1,1,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,95.4,4445.3,3.1342915811088297
4726-DLWQN,0,Male,1,0,0,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),70.35,3454.6,2.31129363449692
4727-MCYZG,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,55.55,55.55,1.8250513347022586
4729-XKASR,1,Male,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,24.75,0.813141683778234
4730-AWNAU,0,Male,0,1,1,36,0,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),60.7,2234.55,1.9942505133470227
4732-RRJZC,0,Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,144.35,0.6652977412731006
4735-ASGMA,1,Male,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.35,2515.3,3.231211498973306
4735-BJKOU,0,Female,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,804.85,0.6620123203285421
4737-AQCPU,0,Male,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),72.1,5016.65,2.368788501026694
4737-HOBAX,0,Male,0,1,0,63,1,1,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),79.8,5034.05,2.6217659137577
4741-WWJQZ,0,Female,0,1,0,2,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,80.15,194.55,2.633264887063655
4742-DRORA,0,Male,0,1,1,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1,Bank transfer (automatic),95.4,5812.0,3.1342915811088297
4742-TXUEX,0,Female,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,890.5,0.6340862422997947
4745-LSPLO,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,20.5,0.6735112936344969
4747-LCAQL,0,Male,0,0,0,25,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Mailed check,79.0,1902.0,2.595482546201232
4749-OJKQU,0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.65,302.35,2.4854209445585216
4749-VFKVB,1,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.1,50.1,1.6459958932238195
4750-UKWJK,0,Female,1,1,0,37,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.6,727.8,0.6439425051334703
4750-ZRXIU,1,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,360.1,2.779466119096509
4751-ERMAN,0,Male,0,1,1,72,1,0,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),75.4,5480.25,2.4772073921971254
4753-PADAS,0,Female,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,6816.95,3.4726899383983576
4759-PXTAN,0,Female,0,1,0,59,1,1,DSL,0,1,0,1,1,1,One year,1,Electronic check,80.1,4693.2,2.6316221765913754
4759-TRPLW,1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,70.4,2.3129363449691995
4760-THGOT,0,Female,0,1,0,43,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.1,4107.3,3.0915811088295686
